"T_JOB_ID","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VERSIONLASTCHANGED","CHNG_TYPE","DEFINITIONDESCRIPTION","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","SUBMITTED_UNITS","RELATEDNAMES2","SHORTNAME","ORDER_OBS","CDISC_COMMON_TESTS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","UNITSANDRANGE","EXAMPLE_UCUM_UNITS","EXAMPLE_SI_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","COMMON_SI_TEST_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PANELTYPE","ASKATORDERENTRY","ASSOCIATEDOBSERVATIONS","VERSIONFIRSTRELEASED","VALIDHL7ATTACHMENTREQUEST","DISPLAYNAME","LMX_BK","LNC_BK","LMX_METHOD_SHORT_NAME"
"823367","52773-9","Clotting time.extrinsic coagulation system activated","Time","Pt","Bld","Qn","Thromboelastography.rotational","COAG","2.70","MIN","","ACTIVE","","1","","50 sec","","","N","","Activ; Blood; Clot; Clottable; Coag; Coagulation time; CT.extrinsic; Hematology; Heme; Point in time; QNT; Quan; Quant; Quantitative; Random; Rate; ROTEM; R-time; TEG; TEM; Thrombelastography; Thrombelastometry; Thromboelastometry; WB; Whole blood","CT.extrinsic Bld ROTEM","Observation","","","","s","Clotting time.extrinsic coagulation system activated of Blood by Rotational TEG","","s","","","","Updated Method from Thromboelastography to clarify that the Method used for this assay is rotational TEG (ROTEM) and to distinguish from the original thromboelastography and new resonance thromboelastography Methods.","0","0","0","","","","","","2.24","","Clotting time.extrinsic coagulation system activated ROTEM (Bld)","170265","52773-9","H-PC-ROTEM-01"
"823367","83090-1","Cortisol","SCnc","Pt","Ser/Plas","Qn","IA","CHEM","2.58","ADD","This term was created for, but is not limited in use to, bioMerieux's VIDAS Cortisol S assay, which is intended for the quantitative measurement of cortisol in human serum, plasma, or 24-hour urine.","ACTIVE","","1","","","","","","","17-Hydroxycorticosterone; Chemistry; Compound F; Coritsol; Cort; EIA; ELFA; ELISA; Enzyme immunoassay; F; hydrocortisone; IAA; Level; MEIA; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Substance concentration; SUDS","Cortis SerPl IA-sCnc","Both","","","","nmol/L","Cortisol [Moles/volume] in Serum or Plasma by Immunoassay","","nmol/L","","","","","0","0","0","","","","","","2.58","","Cortisol IA [Moles/Vol]","172498","83090-1","C-PE-CORT-01"
"823367","73676-9","Voriconazole^trough","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.44","MIN","Use of voraconazole trough levels after the attainment of steady state helps monitor that the drug concentration remains sufficient for antifungal activity.","ACTIVE","","1","","","","","","","DRUG/TOXICOLOGY; Drugs; ID; Infectious Disease; InfectiousDisease; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; Pre; Predose; Pre-dose; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Vfend","Voriconazole Trough SerPl-mCnc","Both","","","","ug/mL","Voriconazole [Mass/volume] in Serum or Plasma --trough","","ug/mL","","","","","0","0","0","","","","","","2.44","","Voriconazole trough [Mass/Vol]","172964","73676-9","C-SN-VORICO-01"
"823367","55171-3","Cytoplasmic Ab pattern","Imp","Pt","Ser","Nom","IF","SERO","2.27","MIN","","ACTIVE","","1","","Cytoplasmic antibody pattern: PL7/PL12-like.","","","N","","ABS; Aby; ACIF; Antby; Anti; Antibodies; Antibody; Anticomplement Immunofluorescence; Autoantibodies; Autoantibody; CA Pat; Cytopl; Cytoplas; FA; Fluorescent antibody; Fluoresent; IFA; Immune fluorescence; Immunoflour; Immunofluor; Immunofluorescence; Impression; Impression/interpretation of study; Impressions; Interp; Interpretation; Nominal; Point in time; Random; Serology; Serum; SR; Time Resolved Fluorescence; TRF","Cytoplasmic Ab pattern Ser IF-Imp","Both","","","","","Cytoplasmic Ab pattern [Interpretation] in Serum by Immunofluorescence","","","","","","","0","0","0","","","","","","2.27","","Cytoplasmic Ab pattern IF (S) [Interp]","173682","55171-3","I-SG-AZA-M-01"
"823367","3443-9","ceFAZolin","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.42","MIN","","ACTIVE","","1","","","","","Y","","Ancef; C32; Cefamezin; DRUG/TOXICOLOGY; Drugs; Kefj; Kefzol; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Totacef; Zolicef","ceFAZolin SerPl-mCnc","Both","","","","ug/mL","ceFAZolin [Mass/volume] in Serum or Plasma","","ug/mL","","","","","0","0","0","","","","","","1.0","","ceFAZolin [Mass/Vol]","177745","3443-9","C-PH-CEFAZ-01"
"823367","43595-8","Methadone","PrThr","Pt","Meconium","Ord","","DRUG/TOX","2.56","MIN","","ACTIVE","","1","","","","","N","","Addiction; Dolophin; Dolophine; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; Mec; METD; Methadose; MTD; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen","Methadone Mec Ql","Both","","","","","Methadone [Presence] in Meconium","","","","","","The Property has been changed from ACnc to reflect the new model for ordinal terms where results are based on a cut-off value.; The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","0","","","","","","2.17","","Methadone Ql (Mec)","5027","43595-8","MEMEA"
"823367","2714-4","Oxyhemoglobin/Hemoglobin.total","MFr","Pt","BldA","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","ABG; ART; Art bld; Art blood; Arterial; Arterial blood; Blood arterial; Chemistry; FO2Hb; Fractional hemoglobin; Haemoglobin; Haemoglobin oxygenated; Hb; HbO2; Hemoglobin oxygenated; Hgb; Mass Fraction; O2 saturation; O2Hb; Oxygen saturation; Oxygenated haemoglobin; Oxygenated hemoglobin; Oxyhaemoglobin; OxyHgb; OxyHgb %; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; SaO2; SO2; Tot; Totl","OxyHgb MFr BldA","Observation","","","","%","Fractional oxyhemoglobin in Arterial blood","","%","","","","","939","0","939","","","","","","1.0","","Oxyhemoglobin (BldA) [Mass fraction]","5934","2714-4","OXHB"
"823367","3872-9","Nortriptyline","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.40","MIN","","ACTIVE","","1","","","","","Y","","Amitriptyline metabolite; Aventyl; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Nortrip; Nortriptylene; Nortriptyln; Pamelor; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; UniversalLabOrders","Nortrip SerPl-mCnc","Both","","","","mcg/mL; ng/mL","Nortriptyline [Mass/volume] in Serum or Plasma","","ug/mL","","","","","0","0","0","","","","","","1.0","","Nortriptyline [Mass/Vol]","6503","3872-9","NOR"
"823367","62238-1","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (CKD-EPI)","CHEM","2.70","MIN","","ACTIVE","","1","","","","","N","","Blood; BSA.pred; Chemistry; EGFR; Estimated GFR; GFR; GFR/1.73 sq M; Glom; Kidney; Nephrology; Pl; PlasBld; Plasma; Plsm; Point in time; Pred GFR; QNT; Quan; Quant; Quantitative; Random; Renal; SerP; SerPl; SerPlas; SerPlBld; Serum; Serum or plasma; Serum, plasma or whole blood; Square Meter; SR; Volume rate/area; Volume Rate/Ratio; WB; Whole blood","GFR/BSA.pred SerPlBld CKD-EPI-ArVRat","Both","","","","mL/min/1.73 sq M","Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)","","mL/min/{1.73_m2}","","","","System changed from Ser/Plas to Ser/Plas/Bld. According to the National Kidney Disease Education Program (NKDEP) Lab Working Group, estimated GFR may be calculated based on blood, serum, or plasma creatinine levels. Whole blood methods are calibrated to be the same as serum/plasma methods, and the isotope dilution mass spectrometry (IDMS) reference measurement procedure is the same for whole blood, serum, and plasma.","0","0","0","","","","","","2.34","","GFR/1.73 sq M.predicted CKD-EPI (S/P/Bld) [Vol rate/Area]","8149","62238-1","CYSCC"
"823367","74520-8","Complement alternate pathway AH50 actual/normal","RelACnc","Pt","Ser","Qn","IA","HEM/BC","2.56","MIN","","ACTIVE","","1","","","","","","","Act/Nor; AP; APH50; Comp; Complement alternative pathway; Complement total alternate pathway AH50; Complmt; Control; EIA; ELFA; ELISA; Enzyme immunoassay; HEMATOLOGY/CELL COUNTS; IAA; MEIA; Point in time; QNT; Quan; Quant; Quantitative; Random; RlACnc; Serum; SR; SUDS","AH50 Act/Nor Ser IA","Observation","","","","%","Complement alternate pathway AH50 actual/normal in Serum by Immunoassay","","%","","","","Updated term to align with existing complement activity terms and clarify that findings are based on actual/normal results.; The EIA method, which was always intended to cover more than just enzyme-linked immunoassay and whose display name for the long common name has always been Immunoassay, was renamed IA in order to eliminate ambiguity about whether the method has a broader meaning than just enzyme-linked immunoassay. Likewise, EIA.rapid was renamed IA.rapid. These changes were approved by the Laboratory LOINC Committee in June 2016.","0","0","0","","","","","","2.48","","Complement alternate pathway AH50 actual/normal IA (S) [Rel units/Vol]","40538","74520-8","CA-AP"
"823367","14934-4","Urate","SCnc","Pt","Urine","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration; UA; UR; Urates; Uric acid; Urn","Urate Ur-sCnc","Both","","","","umol/L","Urate [Moles/volume] in Urine","","umol/L","","","","","0","0","1405","","","","","","1.0k","","Urate (U) [Moles/Vol]","166233","14934-4","UASAU"
"823367","26454-9","Erythrocytes","NCnc","Pt","CSF","Qn","","HEM/BC","2.42","MIN","","ACTIVE","","1","","","","","Y","","#; ABS; absolute; absolutes; Cerebral spinal fluid; Cerebrospinal Fl; Cnt; Count; Count/volume; CT; Discocytes; Erthrocyte; Erythrocyte; HEMATOLOGY/CELL COUNTS; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid","RBC # CSF","Observation","","","","10*3/uL","Erythrocytes [#/volume] in Cerebral spinal fluid","","10*3/uL","","","","","641","0","641","","","","","","2.00","","RBC (CSF) [#/Vol]","170190","26454-9","H-LN-LEC-01"
"823367","19237-7","Base excess^^standard","SCnc","Pt","BldV","Qn","Calculated","CHEM","2.42","MIN","the base excess of extracellular fluid","ACTIVE","","1","","","","","Y","","Base ex; BE; Bld ven; Bld venous; Blood - venous; Blood ven; Blood venus; BSE; Calc; Calculation; Chemistry; EXS; Level; Lung; Point in time; Pulmonary; Pulmonology; QNT; Quan; Quant; Quantitative; Random; Respiratory; SBE; std; Substance Concentration; Venous","Base excess std BldV Calc-sCnc","Observation","","","","mmol/L","Base excess standard in Venous blood by calculation","","mmol/L","","","","","0","0","0","","","","","","1.0l","","Base excess standard Calc (BldV) [Moles/Vol]","172245","19237-7","C-BG-VENBE-01"
"823367","12181-4","Calcium","SCnc","Pt","Body fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","","B/F; BF; bod; Bodies; Body fluid; Body fluid, unsp; Ca; Cal; Chemistry; Fl; Fld; FLU; Fluid; Level; Point in time; QNT; Quan; Quant; Quantitative; Random; Substance concentration","Calcium Fld-sCnc","Both","","","","mmol/L","Calcium [Moles/volume] in Body fluid","","mmol/L","","","","","0","0","0","","","","","","1.0j-a","","Calcium (Body fld) [Moles/Vol]","172371","12181-4","C-PU-CA-01"
"823367","62238-1","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (CKD-EPI)","CHEM","2.70","MIN","","ACTIVE","","1","","","","","N","","Blood; BSA.pred; Chemistry; EGFR; Estimated GFR; GFR; GFR/1.73 sq M; Glom; Kidney; Nephrology; Pl; PlasBld; Plasma; Plsm; Point in time; Pred GFR; QNT; Quan; Quant; Quantitative; Random; Renal; SerP; SerPl; SerPlas; SerPlBld; Serum; Serum or plasma; Serum, plasma or whole blood; Square Meter; SR; Volume rate/area; Volume Rate/Ratio; WB; Whole blood","GFR/BSA.pred SerPlBld CKD-EPI-ArVRat","Both","","","","mL/min/1.73 sq M","Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)","","mL/min/{1.73_m2}","","","","System changed from Ser/Plas to Ser/Plas/Bld. According to the National Kidney Disease Education Program (NKDEP) Lab Working Group, estimated GFR may be calculated based on blood, serum, or plasma creatinine levels. Whole blood methods are calibrated to be the same as serum/plasma methods, and the isotope dilution mass spectrometry (IDMS) reference measurement procedure is the same for whole blood, serum, and plasma.","0","0","0","","","","","","2.34","","GFR/1.73 sq M.predicted CKD-EPI (S/P/Bld) [Vol rate/Area]","172700","62238-1","C-SG-GFRCYSC-01"
"823367","3582-4","Doxepin+Nordoxepin","MCnc","Pt","Ser/Plas","Qn","","DRUG/TOX","2.34","MIN","","ACTIVE","","1","","","","","Y","","Adapin; Aponal; Desdoxepin; Desdoxepine; Desmeth; Desmethyl; Desmethyldox; Desmethyldoxepin; Dox; Doxepin metabolite; Doxpin; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; N-desmethyldoxepin; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; Sinequan; SR","Doxepin+Nor SerPl-mCnc","Both","","","","ng/mL","Doxepin+Nordoxepin [Mass/volume] in Serum or Plasma","","ng/mL","","","","","0","0","0","","","","","","1.0","","Doxepin+Nordoxepin [Mass/Vol]","172899","3582-4","C-SN-DOXDESDOX-01"
"823367","22312-3","Hepatitis A virus Ab","ACnc","Pt","Ser","Qn","","MICRO","2.69","MIN","","ACTIVE","","1","","","","","Y","","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; HAV; Hep; Hep A; Hepatis; Hepatit; Hepatitis; Hepatitis type A; ID; Infectious Disease; InfectiousDisease; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR","HAV Ab Ser-aCnc","Both","","","","","Hepatitis A virus Ab [Units/volume] in Serum","","[arb'U]/mL","","","","","0","0","0","","","","","","1.0n","","HAV Ab Qn (S)","173152","22312-3","C-SG-HAV#-01"
"823367","3035-3","Transferrin","MCnc","Pt","Urine","Qn","","CHEM","2.42","MIN","","ACTIVE","","1","","","","","Y","","Chemistry; Level; Mass concentration; Point in time; QNT; Quan; Quant; Quantitative; Random; Siderophilin; Tf; Trf; TRFRN; UA; UR; Urn","Transferrin Ur-mCnc","Both","","","","mg/dL","Transferrin [Mass/volume] in Urine","","mg/dL","","","","","0","0","0","","","","","","1.0","","Transferrin (U) [Mass/Vol]","173421","3035-3","C-UN-TRANSF-01"
"823367","43300-3","HTLV I+II p24 Ab","PrThr","Pt","Ser","Ord","","MICRO","2.56","MIN","","ACTIVE","","1","","","","","N","","2; ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; HTLV type 1+2; HTLV type I+II; Human T-cell Leukemia Virus; Human T-cell Lymphotrophic Virus; ID; Infectious Disease; InfectiousDisease; Microbiology; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Serum; SR","HTLV I+II p24 Ab Ser Ql","Both","","","","","HTLV I+II p24 Ab [Presence] in Serum","","","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","0","","","","","","2.17","","HTLV I+II p24 Ab Ql (S)","174458","43300-3","C-SG-HIVDUOSCR-01"
"823367","93450-5","Coagulation factor VIII Inhibitor","ACnc","Pt","PPP","Qn","Chromo","COAG","2.67","ADD","This term is created for but not restricted in use to a Nijmegen modification of the classic Bethesda inhibitor titration assay using a chromogenic method.  The use of a chromogenic method allows factor VIII inhibitor to be detected in patients receiving emicizumab / Hemlibra®, a therapeutic that interferes with standard clot-based methods [PMID:29446525].","ACTIVE","","1","","","","","","","AHF; AHG; Antihemophilic factor; Antihemophilic globulin; Arbitrary concentration; Chromogenic assay; Circulating anticoagulant; Coag; ENZY; Enzymatic assay; F8; Fac; Fact; Fact VIII; Fact VIII Inhib; Factor 8; Factor VIII clotting activity; FVIII; Inhib; Inhibit; Plas; Platelet poor plasma; Point in time; QNT; Quan; Quant; Quantitative; Random; Thrombocyte cofactor A; VIII:C","Fact VIII Inhib PPP Chro-aCnc","Both","","","","Bethesda units/mL","Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Chromogenic method","","[beth'U]/mL","","","","","0","0","0","","","","","","2.67","","Coagulation factor VIII inhibitor Chromogenic method Qn (PPP)","177428","93450-5","F8I"
